phi,rho12,rho13,rho23,kappaP11,kappaP12,kappaP13,kappaP21,kappaP22,kappaP23,kappaP31,kappaP32,kappaP33,thetaP1,thetaP2,thetaP3,sig1,sig2,sig3 ,ELB,sig_me1,sig_me2,sig_me3,sig_me4,sig_me5,sig_me6,sig_me7,sig_me8
0.233010733,-0.195973612,-0.133066873,-0.194775614,0.492362701,-0.103443088,-0.048473821,3.264991942,-0.113147284,-0.501947478,-2.87141692,0.054942173,0.575370556,0.073473604,-0.030148833,0.002091381,0.021368207,0.083039259,0.112267484,-2.40E-02,0.000216999,0.00025617,0.000108405,0.000294624,0.00017956,0.000185825,0.000103649,0.000193236
